,标题,总价格,单价,小区,房屋所属市辖区,房屋地址（街道）,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,别墅类型
1792,['蓝光金双楠一期 3室1厅 南'],159,24844,蓝光金双楠一期,武侯,草金立交,3室1厅1厨1卫,中楼层 (共25层),64㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,三梯八户,有,2021-08-26,商品房,2018-04-18,普通住宅,满两年,非共有,"
                                有抵押 房贷20万 业主自还
                              ",已上传房本照片,
1793,['双楠名城二期 3室2厅 东北'],195,14339,双楠名城二期,武侯,红牌楼,3室2厅1厨2卫,低楼层 (共6层),136㎡,错层,124.63㎡,板楼,东北,钢混结构,精装,一梯两户,无,2021-03-10,商品房,2009-07-16,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,
1794,['棕南正街8号 1室1厅 东'],76.8,14491,棕南正街8号,武侯,棕北,1室1厅1厨1卫,高楼层 (共7层),53㎡,平层,暂无数据,板楼,东,砖混结构,简装,一梯四户,无,2021-04-08,商品房,2011-06-15,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
1795,['保利花园四期 3室2厅 西南'],暂无数据,首付及贷款情况请咨询经纪人,保利花园四期,武侯,新双楠,3室2厅1厨2卫,低楼层 (共16层),111.83㎡,平层,93.78㎡,板塔结合,西南,框架结构,精装,两梯四户,有,2020-09-15,商品房,2017-04-10,普通住宅,满两年,非共有,"
                                有抵押 105万元 邮政银行沙湾支行 金融公司垫资
                              ",已上传房本照片,
1796,['玲珑郡 3室1厅 南'],暂无数据,首付及贷款情况请咨询经纪人,玲珑郡,武侯,簇桥,3室1厅1厨2卫,高楼层 (共13层),97.14㎡,平层,暂无数据,板楼,南,框架结构,毛坯,两梯四户,有,2021-04-02,商品房,2013-04-15,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
1797,['金地贝福里花园 3室2厅 东'],188,18539,金地贝福里花园,武侯,桐梓林,3室2厅1厨1卫,高楼层 (共18层),101.41㎡,平层,80.84㎡,板楼,东,框架结构,精装,两梯十户,有,2021-07-25,商品房,2009-12-24,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
1798,['卫欣苑 3室2厅 东'],155,11669,卫欣苑,武侯,红牌楼,3室2厅1厨2卫,高楼层 (共6层),132.84㎡,平层,132.84㎡,板楼,东,钢混结构,精装,一梯两户,无,2021-08-23,商品房,2005-09-05,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
1799,['高攀路36号 1室1厅 南'],73,13462,高攀路36号,武侯,火车南站,1室1厅1厨1卫,高楼层 (共7层),54.23㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯四户,无,2021-10-10,商品房,2008-11-06,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
1800,['胜利新村 4室1厅 南'],155,13627,胜利新村,武侯,川音,4室1厅1厨1卫,中楼层 (共5层),113.75㎡,平层,暂无数据,板楼,南,砖混结构,毛坯,一梯两户,无,2020-08-24,商品房,2013-01-26,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,
1801,['华尔兹广场(武侯) 1室0厅 西南'],72,15258,华尔兹广场(武侯),武侯,航空路,1室0厅1厨1卫,中楼层 (共24层),47.19㎡,平层,35.98㎡,板楼,西南,框架结构,简装,三梯二十四户,有,2021-04-25,商品房,2005-09-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
1802,['高攀路36号 1室1厅 南'],73,13462,高攀路36号,武侯,火车南站,1室1厅1厨1卫,高楼层 (共7层),54.23㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯四户,无,2021-10-10,商品房,2008-11-06,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
1803,['龙安街10号 3室1厅 南'],102,12145,龙安街10号,武侯,外双楠,3室1厅1厨1卫,低楼层 (共6层),83.99㎡,平层,暂无数据,板楼,南,砖混结构,毛坯,一梯两户,无,2021-08-05,商品房,2014-08-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
1804,['新南路83号 3室1厅 南'],140,11245,新南路83号,武侯,川音,3室1厅1厨1卫,高楼层 (共7层),124.5㎡,平层,暂无数据,板楼,南,砖混结构,精装,一梯两户,无,2021-05-19,商品房,2017-11-02,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,
1805,['十四巷2号 3室1厅 北'],125,14668,十四巷2号,武侯,川音,3室1厅1厨1卫,低楼层 (共7层),85.22㎡,平层,暂无数据,板楼,北,砖混结构,简装,一梯两户,无,2019-11-20,商品房,2019-11-21,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,
1806,['南村公寓 3室1厅 南'],166,12158,南村公寓,武侯,双楠,3室1厅1厨2卫,中楼层 (共7层),136.54㎡,平层,暂无数据,板楼,南,混合结构,精装,一梯两户,无,2021-06-03,已购公房,2011-04-25,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
1807,['桐梓林欧城 3室2厅 南 北'],270,28804,桐梓林欧城,武侯,桐梓林,3室2厅1厨1卫,低楼层 (共22层),93.74㎡,平层,75.17㎡,板塔结合,南 北,框架结构,精装,两梯五户,有,2021-05-01,商品房,2010-05-12,普通住宅,满五年,非共有,"
                                有抵押 80万元
                              ",已上传房本照片,
1808,['置信丽都花园城A区 3室2厅 东'],315,21992,置信丽都花园城A区,武侯,新双楠,3室2厅1厨2卫,高楼层 (共13层),143.24㎡,平层,暂无数据,板楼,东,框架结构,简装,两梯四户,有,2021-11-13,商品房,2008-04-30,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
1809,['优客联邦一期 2室1厅 东北'],暂无数据,首付及贷款情况请咨询经纪人,优客联邦一期,武侯,丽都,2室1厅1厨1卫,高楼层 (共15层),75.27㎡,平层,57.66㎡,板楼,东北,框架结构,简装,四梯二十二户,有,2021-01-21,商品房,2010-02-25,普通住宅,满五年,共有,"
                                有抵押 9万元 中信银行 业主自还
                              ",已上传房本照片,
1810,['梓桐苑 3室2厅 南'],165,13465,梓桐苑,武侯,桐梓林,3室2厅1厨2卫,中楼层 (共7层),122.54㎡,平层,110.58㎡,板楼,南,混合结构,简装,一梯两户,无,2021-02-07,商品房,2003-08-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
1811,['双楠二区 3室1厅 南'],87,11079,双楠二区,武侯,双楠,3室1厅1厨1卫,高楼层 (共7层),78.53㎡,平层,暂无数据,板楼,南,砖混结构,毛坯,一梯三户,无,2021-09-25,已购公房,2013-03-06,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
1812,['中华名园三期C区 3室1厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,中华名园三期C区,武侯,武侯立交,3室1厅1厨1卫,低楼层 (共16层),89.45㎡,平层,74.2㎡,板楼,东南,钢混结构,精装,两梯四户,有,2021-05-09,商品房,2017-07-07,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,
1813,['优地A区 2室2厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,优地A区,武侯,丽都,2室2厅1厨1卫,低楼层 (共16层),89.05㎡,平层,76.31㎡,板楼,东南,框架结构,精装,两梯八户,有,2021-05-01,商品房,2008-08-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
1814,['百花庭园 3室2厅 南'],191,15913,百花庭园,武侯,双楠,3室2厅1厨2卫,高楼层 (共6层),120.03㎡,错层,120.03㎡,板塔结合,南,钢混结构,精装,一梯两户,无,2021-06-11,商品房,2015-05-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
1815,['下一站都市 1室1厅 西北'],130,22001,下一站都市,武侯,丽都,1室1厅1厨1卫,高楼层 (共14层),59.09㎡,平层,49.34㎡,板楼,西北,框架结构,简装,两梯六户,有,2021-11-04,商品房,2015-12-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
1816,['上道西城 3室1厅 东南'],155,15681,上道西城,武侯,草金立交,3室1厅1厨2卫,低楼层 (共11层),98.85㎡,平层,86.85㎡,板塔结合,东南,钢混结构,毛坯,一梯四户,有,2021-10-23,商品房,2014-01-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
1817,['龙江电信公寓 3室2厅 西北'],248,16523,龙江电信公寓,武侯,川音,3室2厅1厨2卫,中楼层 (共23层),150.1㎡,平层,145㎡,塔楼,西北,钢混结构,简装,两梯六户,有,2019-12-08,商品房,2002-10-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
1818,['胜利新村 2室1厅 北'],90,12997,胜利新村,武侯,川音,2室1厅1厨1卫,高楼层 (共7层),69.25㎡,平层,暂无数据,板楼,北,砖混结构,精装,一梯两户,无,2020-04-21,商品房,2009-02-16,普通住宅,满五年,非共有,"
                                有抵押 中国银行 业主自还
                              ",已上传房本照片,
1819,['中海龙湾半岛 3室2厅 南'],349,25581,中海龙湾半岛,武侯,龙湾,3室2厅1厨2卫,高楼层 (共18层),136.43㎡,平层,118.84㎡,板楼,南,钢混结构,精装,两梯四户,有,2021-10-31,商品房,2017-11-24,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,
1820,['金色花园一期 4室2厅 西南'],177,14425,金色花园一期,武侯,红牌楼,4室2厅1厨2卫,高楼层 (共7层),122.71㎡,跃层,暂无数据,板楼,西南,混合结构,精装,一梯三户,无,2021-03-17,商品房,2010-05-10,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,
1821,['双发金英汇 2室2厅 南'],153,24441,双发金英汇,武侯,航空路,2室2厅1厨1卫,高楼层 (共18层),62.6㎡,平层,48.43㎡,板楼,南,钢混结构,精装,两梯七户,有,2021-04-20,商品房,2017-04-24,普通住宅,满两年,非共有,"
                                有抵押 46万元
                              ",已上传房本照片,
1822,['高升桥南街7号 3室2厅 南'],99,12220,高升桥南街7号,武侯,高升桥,3室2厅1厨1卫,高楼层 (共8层),81.02㎡,平层,73.44㎡,板楼,南,砖混结构,精装,一梯两户,无,2021-10-30,商品房,2013-04-15,普通住宅,满五年,非共有,"
                                有抵押 25万元 建设银行 业主自还
                              ",已上传房本照片,
1823,['龙湖金楠天街 3室1厅 西北'],暂无数据,首付及贷款情况请咨询经纪人,龙湖金楠天街,武侯,五大花园,3室1厅1厨2卫,高楼层 (共24层),110.13㎡,平层,暂无数据,塔楼,西北,钢混结构,精装,两梯七户,有,2020-05-01,商品房,2017-11-13,普通住宅,满两年,非共有,"
                                有抵押 银行抵押
                              ",已上传房本照片,
1824,['和信派都 1室1厅 南'],119,21104,和信派都,武侯,川大,1室1厅1厨1卫,中楼层 (共32层),56.39㎡,平层,42.11㎡,塔楼,南,框架结构,其他,三梯七户,有,2021-10-12,商品房,2011-11-12,普通住宅,满五年,非共有,"
                                有抵押 13万元 浦发银行 业主自还
                              ",已上传房本照片,
1825,['簇锦南街82号 1室1厅 南'],51,9013,簇锦南街82号,武侯,簇桥,1室1厅1厨1卫,高楼层 (共6层),56.59㎡,平层,48.56㎡,暂无数据,南,未知结构,毛坯,一梯两户,暂无数据,2020-03-10,商品房,2012-01-17,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
1826,['武侯祠大街262号 3室1厅 东南'],200,14017,武侯祠大街262号,武侯,华西,3室1厅1厨2卫,中楼层 (共6层),142.69㎡,平层,暂无数据,板塔结合,东南,砖混结构,简装,一梯两户,无,2021-04-07,已购公房,1999-12-16,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
1827,['绿城花园 3室2厅 南 北'],190,15139,绿城花园,武侯,外双楠,3室2厅1厨2卫,低楼层 (共6层),125.51㎡,平层,113.81㎡,板楼,南 北,砖混结构,精装,一梯两户,无,2021-01-18,商品房,2015-05-13,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
1828,['玉洁巷2号 3室2厅 北'],168,11782,玉洁巷2号,武侯,玉林,3室2厅1厨1卫,高楼层 (共7层),142.6㎡,跃层,142.6㎡,板楼,北,砖混结构,简装,一梯两户,无,2021-05-28,商品房,2001-04-17,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
